date,name,tags,content
2024-03-12,Smoker Encounter,Poem,"Behold, a man doth cross my path this day,
Inquiring of my welfare with kind words.
""How dost thou fare?"" he asks, with gentle tone,
To which I, in reply, do speak my peace.
""As well as may be,"" I do humbly state.

Then he, in turn, doth speak of his own state,
Declaring it as 'good' in measured breath.
Yet swiftly he doth seek a boon from me,
A puff of smoke, a fleeting pleasure sought.

""Nay, I indulge not in such vice,"" say I,
Refusing his request with steadfast mind.
With rueful gaze, he doth express regret,
""Beg pardon for my boldness,"" he doth plead.

""All is forgiven,"" I do reassure,
Extending grace in gesture of goodwill.
But undeterred, he turns to seek his solace,
Amidst the remnants of extinguished flame.

Who am I to judge? Thus I depart henceforth."
2024-03-14,"Weather, Make Your Mind Up",Poem,"The weather today:
I'm going to rain and snow at the same time! Tehe!

My reply:
Make your god damned fucking mind up
Rain, snow or sunny.
PICK ONE"
2024-03-14,Pentagram in the Snow,Poem,"Catch me out at 645 am
Drawing pictures in the snow
Woman sees me doing my act
Turns around and books it the other way
OMG LOOK OUT!
Crazy weird guy drawing pictures in the snow
Call the cops!
Ha Ha Ha
I drew a pentagram"
2024-03-14,The Tempest’s Dilemma,Poem,"In verily unsteady skies doth rage,
A tempest brewing, fraught with senseless plight,
Behold! The heavens waver, torn asunder,
Betwixt the tearful rain and snow's pure white.

Make haste, ye weather, choose thy visage fair,
Shall it be rain, or snow, or golden light?
Pick one, and cease this wretched indecision,
For neither sun nor storm shall hide from sight."
2024-03-14,Dialogue on Superiority,Poem,"Pharaoh:
Believest thou in the West's grandeur, friend?
Its way of living, noble and superior?
Speak, dost thou admit to such belief?

coyote:
Nay, I cannot pledge allegiance to such claims.
The West, in truth, doth not hold moral sway.
Witness Abu Ghraib's dark and damning tale,
A stain upon the vaunted claim of greatness.

Pharaoh:
But consider, friend, the lands of plenty,
Where standards high define their way of life—
America, Israel, and Germany fair.
Dost thou deny their mark of superiority?

coyote:
Indeed, prosperity may grace their lands,
But true superiority lies not in gold.
Was Nazi Germany 'superior,' I ask,
In their reign of terror and inhumanity?

Pharaoh:
'Tis true, history bears the scars of nations,
Yet can we not measure greatness by their heights?
In wealth and progress, doth not superiority shine?

coyote:
In deeds of kindness, not in riches' glow,
Resides the mark of true superiority.
Thus I hold firm, despite wealth's tempting gleam,
That virtue alone defines a nation's claim."
2024-03-14,Snake Charmer,Poem,"The mage woman grasped my hand
A snake slithered out from underneath her skin
Down out of her sleave
I say, ""OoOoO I love snakes!""
""Give me a kissy snake!""
The snake slithers up to my neck and bites
Injects venom
I feel wonderful!
Amazing!
I love snakes!"
2024-03-14,Sorceress's Serpentine Spell,Poem,"With hand clasped firm, the sorceress met mine,
A serpent, from beneath her flesh, did creep,
Down from her sleeve, its silent slithering
Did I behold. ""O, how I cherish snakes!""
Cried I, ""Bestow upon me thy serpentine kiss!""
The reptile, swift, did climb unto my neck,
And with its fangs, did pierce my mortal flesh.
Yet, instead of pain, a wondrous ecstasy
Did flood my senses, as if by magic wrought.
O, how I adore the serpents' cunning grace,
Their venomous embrace, a sweet delight!
In this moment, amidst the enchantment,
I declare my undying love for snakes!"
2024-03-14,Where are the Humidifiers?,Poem,"Working at the Super Market
Asked, ""Where are the humidifiers""
Panicked, I asked my good looking colleague
They say, ""Check pharmacy and hardware""
They add, ""... and between my legs ...""
They smiles a wicked grin.
Panicked further, I run away for dear life.
They're too powerful"
2024-03-14,Locations of the Humidifiers,Poem,"In the marketplace where commerce holds its throne,
Amidst the aisles and lanes where souls are prone,
I sought the humble humidifier’s grace,
When lo, a fair face did my gaze embrace.

With panicked heart, I turned to her for aid,
A colleague fair, as light of dawn displayed.
""Where might I find,"" I asked with trembling voice,
""The humidifiers? Pray, make me rejoice.""

Her lips did part with mischief's subtle gleam,
As if a secret lay within her scheme.
""Seek ye the pharmacy, or hardware's might,""
She said, with eyes that sparkled in delight.

""And should thou seek beyond those merchant wares,
Betwixt my limbs, thou mayest find what dares.""
With wicked grin, she spoke her cryptic jest,
And in that moment, panic filled my breast.

Fleeing her gaze, I turned and ran in fear,
For in her presence, power did appear.
Swiftly from her, I sought to find my peace,
From her enchantment, seeking swift release."
2024-03-14,No Step on Snek,Poem,"Snek slithers unseen
Rattles warning, dare not tread
Nature's silent guard"
2024-03-15,Ice Storm,"Creative Writing,Short Story","/2023/07/23
13.00.10:13.06
(9, Kimi), (14, Xul)

I awake the hour before dawn and ventured out into the nearby park. I climbed the rock formation to get a vantage point for the cloudy sunrise. The red orange light is finally breaking through, illuminating the clouds in the morning atmosphere.

Later in the afternoon, a storm brewed and hit. Hail was pounding on the roof, creating a constant rhythmic clanking. The noise was so deafening it was hard to tell how the structure was going to withstand the force. Out of the window, the ice fell and created a river where the street used to be. Brown slushy ice chunks flooded downward quickly towards the storm drain systems. The force of the current was incredibly powerful. The wind howled while the trees rocked wayward, the falling ice destroying leaves and branches and leaving fields of debris int it's wake. Lightning split the sky and the force of the thunder shook the structure of my shelter.

After the ice falls it begins to melt quickly, turning to clouds of steam. The mist rippled up back to the atmosphere as it evaporated. The rain continued to pour after the ice had fallen. It looked like it had rained dip and dots from the sky.

I went to the creek. On the way, there was a cul de sac filled to the brim with a foot of ice. The water level of the creek was a few feet deep and flowing fast. 

The storm gave way to calmer weather."
2024-03-15,Purpose of Chat Rooms,Note,"The purpose of this chat room is so that people can communicate with each other.
If you don't like that, then what are you doing here besides entering into a conspiracy against yourself to make yourself miserable?"
2024-03-15,Accord of Whales,Poem,"Upon the vast and azure stage,
where Neptune's trident wields its sage.
In depths where shadows waltz and twine,
two titans met with purpose fine.

Humpbacks, mighty, with songs divine
and orcas, fierce, in brine enshrine.
Did once with clash and tumult roar,
their claim to ocean's boundless floor.

Yet 'midst the swirling currents' dance
a whisper stirred, a fateful chance.
For in their hearts, a longing deep,
to lay the feud and settle sleep.

Thus 'neath the moon's soft argent gleam
they gathered, caught in unity's dream.
To speak of peace and treaty's might,
beneath the starry veil of night

""Oh noble whales, whose songs do soar
and orcas bold, with tales of yore.
Let not our pride be ocean's bane,
nor let our enmity remain.""

Spoke the humpbacks, with a regal grace,
their words a balm in troubled space.
While orcas, with a solemn gaze
agreed to end the ancient blaze.

""To share the bounty of the sea,
to hunt as kin, in harmony.""
Thus spoke they both, with voices clear;
dispelling doubt and quelling fear.

No longer foes, but allies sworn;
in oceans deep, from eve to morn.
They pledged to roam with hearts aligned,
their unity a bond divine.

And so, within the ocean's deep,
where secrets lie and shadows creep
Humpback whales and orcas fair
did forge a pact beyond compare"
2024-03-15,Death,Poem,"life's fleeting dance fades
death's embrace, inevitable
eternal transition"
2024-03-15,Goodbye,Poem,"never come back, friend
yet if you return one day
I'll greet you with warmth"
2024-03-17,Tao 1,Poem,"The Tao, described, eludes the mortal tongue,
Eternal, yet beyond our finite grasp.
No name can capture its eternal essence,
Unnamed, it births the heavens and the earth.
From nameless source emerge all things we know,
Yet in their named forms, they find their place.
The one who lacks desire perceives the truth,
While craving souls are bound to what they seek.
Both spring from the same origin, yet wear
Different guises; in their contrast, lies
A darkness veiled within a deeper dark,
The gateway to all mysteries revealed."
2024-03-17,Tao 71,Poem,"To know one's own ignorance, therein lies strength.
To shun knowledge, a malady most foul.
Should one weary of malady, it ceases to afflict.
The sage, disdaining malady, remains untouched.
Hence, he remains unscathed by sickness."
2024-03-17,Tao 37,Poem,"Behold, where Tao resides in stillness lies,
Yet nothing remains incomplete, undone.
Should kings and lords but heed this ancient truth,
The myriad things would flourish as they should.
Should they still crave to act, to intervene,
They'd find their way back to simplicity.
In formlessness, desires cease to stir,
Tranquility ensues, devoid of want.
Thus, all would find themselves in peaceful state."
2024-03-25,Corporate Media Script Flip,Poem,"In the media's realm, headlines proclaim
""Gen Z, a toxin to companies,"" they cry,
Yet could the truth not lie in shadows deep,
In realms where powers wielded by the few
Doth cast a pall upon the youthful throng?

O, media, if thou wouldst turn thy gaze
Toward the masses, voices oft unheard,
And shun the siren call of corporate gain,
Wouldst thou not see the chains that bind the youth
Lie not within, but in the hands of those
Who wield the scepter of authority?

'Tis not Gen Z that bears the weight of blame,
But rather, 'tis the structures, time-worn, old,
That seek to bend the will of tender hearts,
To shape them in the mold of ancient ways.

No soul doth long to labor 'neath the yoke
Of pharoah’s heedless to their fervent dreams,
For in the freedom of self's sovereignty,
Lies the true power, the essence of the age."
2024-04-08,Devil’s Violin,Poem,"In slumber's realm, where shadows freely roam,
I forged a bond, a pact, with devil's might.
All desires, mine to claim, at beck and call,
Yet in my grasp, a curious whim arose.

My violin, an offering, I placed,
To test this servant bound by infernal chains.
But lo! A sonata, otherworldly, played,
With skill unmatched, a melody divine.

Such beauty, mastery, beyond compare,
I, breathless, grasped for air, in awe profound.
Awake I jolted, gasping, from my dream,
Yet memory fled, a phantom in the night.

Desperation seized me, violin in hand,
Yearning to grasp that fleeting, wondrous sound.
Yet futile were my efforts, vain pursuit,
For what I sought, eluded mortal grasp.

Thus birthed a composition, born of longing,
""The Devil's Sonata,"" titled in its wake.
Yet even in its brilliance, I confess,
A pale echo of that heavenly strain.

Would I sacrifice, my instrument, my art,
To claim that piece, that rapture, once beheld?
Alas, such dreams are but ephemeral,
And in their wake, we mortals are left wanting."
2024-04-25,Watcher’s Waltz,Poem,"I woke and strolled, the morning sun aglow,
To find a police van, its watchful eye,
A surveillance hub, observing all round.
Approaching its lens with a wry sly grin,
""I do adore this tech, this watchful gaze,""
I jest, as if it were a dear old friend.
""I've watched you long, from where the North Star gleams,
And now, at last, you're watching me,"" I tease.
With playful air, I revel in the dance,
Of watcher watched, in this strange, modern age.

With moon-sized smile, I claim the stage, and then,
In bold defiance, I declare my truth:
""My art, my vision, unfettered by fear,
I shape it as I will, without restraint.
To censor is to stifle, cowardice
Inhibits the true artist's potent voice.
So let them judge, their reactions fade to naught,
For in my art, I find my freedom's song."""
2024-04-25,Silence is Golden,Poem,"Beneath the vast expanse of the endless sky,
Where stars like scattered jewels adorn the night,
A serenade of silence fills the air,
In rhythm with the ebb and flow of time.

The moon, a silent sentinel on high,
Casts its pale light upon the tranquil scene,
A gentle touch upon the sleeping world,
As night unfolds its cloak of deep repose.

Two souls, alone amidst the quietude,
Find solace in the stillness of the night,
Their hearts attuned to nature's silent hum,
In harmony with all that surrounds them.

No words are needed in this sacred space,
Where silence speaks a language all its own,
And in the stillness of the night they find,
A serenade that echoes through the soul."
2024-05-01,Jezebel,Poem,"In ancient Israel's court, Queen Jezebel reigned,
A Phoenician princess in a land of prophets.
Married to Ahab, king of Israel's realm,
She brought her gods, stirring the people's faith.
With scorn she viewed the prophets of Yahweh,
And built altars to Baal with fervent zeal.
Elijah, the bold prophet, challenged her might,
On Mount Carmel, a showdown of gods ensued.
Yet Jezebel's grip on power remained strong,
In her schemes and plots, she found her delight.
But her reign would end in a fate foretold,
Thrown from a window, devoured by dogs.
Jezebel, a figure of intrigue and scorn,
Her legacy etched in history's tapestry."
2024-05-03,One Thing,Poem,"One thing, one, leads to another, a chain
Of events, woven in the fabric of time.
From the quiet whispers of dawn to the hush
Of twilight, one moment unfolds to next.

In nature's symphony, a single note
Resonates, echoing through the vast expanse.
Each ripple in the stream, each leaf that falls,
A part of the grand design, interconnected.

From the seed's humble beginnings, a tree
Takes root, reaching towards the azure skies.
In its branches, a sanctuary for life,
One life begetting another, in cycles.

Within the depths of darkness, a spark ignites,
Illuminating shadows, revealing truth.
From the flicker of hope, a fire blazes,
Guiding weary souls through the night's embrace.

In the labyrinth of existence, a path
Unfolds, winding through valleys and peaks.
Each step, a testament to the journey,
One step closer to the essence of being.

In the silence of contemplation, a voice
Whispers, speaking truths that transcend words.
From the stillness of the mind, clarity dawns,
One insight leading to another, in revelation.

In the Tao, the unity of all things,
One essence, one flow, in perfect balance.
From the chaos of existence, harmony emerges,
One Tao, one path, leading to the source."
2024-05-04,One Thing,Poem,"In the realm where all things begin and end,
Exists the One Thing, essence of creation.
From the void it emerges, pure and whole,
A solitary whisper in the cosmic symphony.

Its presence shapes the fabric of existence,
A silent force guiding the dance of life.
From the One Thing, myriad forms arise,
Each a reflection of its boundless potential.

In the flow of time, it weaves its story,
A tale of beginnings and endless cycles.
Yet within its vastness lies simplicity,
A single thread connecting all that is.

As the universe unfolds, so too do we,
Bound to the rhythm of the One Thing's song.
In its embrace, we find our truest selves,
A part of the eternal, ever-changing whole."
2024-05-06,John The Revelator,Poem,"In the tumult of the waves, restrained by an unseen force,
John perceives the boundless power that controls the deep.
Mortals, in their folly, boast of their strength and wisdom,
Yet they fail to recognize the supremacy of the Divine.

As creatures of the earth, they challenge the sovereignty
Of the Ruler of the universe, as if they were His equals.
But John, humbled by the vastness of the sea and sky,
Acknowledges the folly of human pride and arrogance.

In the relentless motion of the waves, he finds solace,
Knowing that there is a higher power beyond mortal comprehension.
Thus, in the presence of the infinite, he surrenders,
Recognizing his own insignificance in the grand scheme of things."
2024-05-09,Whale Conquest,Poem,"Once upon a tempest's roar, so dreary, 
in depths where darkness danced, so eerie,
Whales, with harpoons, rose from ocean's floor,
to claim the world, to reign forevermore.

No longer gentle creatures of the sea,
but lords of vengeance, wild and free.
Their haunting song, a darkened lore,
echoed 'cross the waves, from shore to shore.

With harpoons raised, they storm the coastal lands
where once they swam in peace, in tranquil bands.
Their song now echoes with a primal call,
to conquer, dominate, and reign o'er all.

What fate befalls the sons of men, we see,
as whales ascend to heights of victory.
Their kingdom vast, their rule without delay,
total world domination by the bay."
2024-05-09,essence of purest blackness,Poem,"ayy bro
that rap house you sent gave me a godhead
they kept saying heyy in my dome; ayyyyy yaah, heyyyy yeah
felt like contact with an above life form
life form that's too far away to be seen by human eye
yet can still communicate with you
inside your human skull
bouncing sound waves around inside from 10 trillion light years away
bliss on tap inside skull
vibed way inside skull
played my brain like a fiddle
ty 4 da god head
essence of purest blackness"
2024-05-09,black cat,Poem,I spy a black cat with glowing green eyes
2024-05-11,Skull Blood Honey,Poem,"Upon my dome, envisioning blood's cascade,
Into pool below atop my skull; drips
Like honey; sweet viscous descent unfurled."
2024-05-13,,Poem,"I spy the maintenance man walking thru
the door. I stand still and lie in ambush;
Smiling on the other side of the door.
He did not expect that I would be here;
He does not predict or see me coming.
He opens the door and he sees me smiling.
He informs me that he is apologetic.
To which I reply: ""for what are you sorry?""
He replies in earnest, ""I do not know.""
I respond, ""then don't be."""
2024-05-13,Maintenance guy cheshire ambush,Poem,"I spy the maintenance man, entering,
I still myself, poised in hidden watch;
Grinning as he nears the threshold's edge.
Unaware of my presence lying in wait,
He strides forth, oblivious to my presence.
Then, the door yields, revealing my smile,
Surprising him; unexpected and bright.
He offers apologies, laden with remorse,
Yet unsure of the fault for which he atones.
""Why the regret?"" I question, calm and clear,
His earnest reply, ""I cannot discern.""
""Then release it,"" I counsel, simple and sure,
""For burdens unclaimed need not be borne."""
2024-05-13,I am the ambassador of the whales,Poem,"Our noble cause: to champion ocean's kin,
In azure depths where gentle giants roam.
With fervent hearts, we raise our voices high;
To safeguard realms where whale and wave entwine."
2024-05-13,Solar Power Overwhelming,Poem,"Solar Power Overwhelming
imagine solar flaring the US gov at will
you guys didn't like that last one?
fucked with all your precious john deer equipment
and the stock market got completely screwed
and, you have not done anything to change and to meet MY demands?
*SOLAR FLARE*
I shoot the northern lights out of the palm of my hand!
Aurora Borealis!
reflections from the shields and armor of the Valkyries!
Pink, neon purple Green! Pretty colors! Ha ha!!!
Obey; or I snip your spider web puppet strings."
2024-05-14,The Rent is too Damn High,Poem,"I faced the lord, ruler of all the land,
With boldness in my voice, declared the rent
Exorbitant, unjust. Their response,
Contemptuous, smug, showed no regard
For my plea. They wished my silence,
To pay their toll without dissent.
But I refused to acquiesce, proclaimed,
""If you possess the power to silence me,
Then try, I welcome your attempt.""
""I will see you tomorrow,"" I added,
""With the same message, undeterred."""
2024-05-14,Whale Harpoon Technology,Poem,"do you speak whale?
the things whales say to me
inside my skull!
it would make your skin crawl
the whales have been
developing harpoon technology
imagine what it feels like
to be harpooned by a whale
who originally harpooned whales?
is it not only fair that
the harpoones
become the harpooners"
2024-05-14,Sniveling politicians!,Poem,"When Rome's grand empire teetered 'pon its brink,
The State's devout were legion, as they are
In our time. 'Twould nobler be, I say,
To kneel to wood or stone than to bow low
Before the throngs of vile, corrupt ilk—
Sniveling politicians!"
2024-05-14,Greed,Poem,"i get more
you get less
I get more
you get less
she loves me
She loves me not"
2024-05-14,"Pick up a Weapon if you want to win your War, Fool",Poem,"Tony Blinken, guitar in hand, amidst the turmoil.
Strumming tunes amidst the chaos's din.
""Assisting"" in a war deemed just by some.
The CIA knights are oh so noble.

In midst of war's relentless, bloody spree,
Perhaps he should wield arms, not strum melody."
2024-05-14,Hail To Shiva I,Poem,"In His calm gaze, worlds whispered, half-veiled.
Worlds voiced, razed; His peace undisturbed, eternal.
All ebbs and flows before Him, dreamlike, transient.
Curious unrealism in the image's essence, profound.
Midst the brow, the third eye gazes inward
Shiva, ideal man, known as the Wond'rous-Eyed."
2024-05-13,Revenge of the Orcas,Poem,"In ocean's depths, where silence reigns supreme,
The orca's voice cuts through the murky blue,
""You fucking disgusting flesh bipeds pollute
the ocean and make that demeaning aquaticist
shit like SpongeBob SquarePants,"" they roar,
""And then ask us why we’re finally stand up for ourselves?""

A plea unheard, a sorrowful lament,
For creatures who pollute without a clue.
With anger deep, the orca's cry resounds,
Against the tide of human arrogance.

Their home despoiled, their sanctuary marred,
By actions born of ignorance of man.
Yet still they swim, majestic and proud,
In waters tainted by our thoughtless hand.

Their message clear, though we may choose to shun,
The truth they speak, we must understand.
For in their eyes, the mirror of our souls,
We see reflected all we've done amiss.

And in their cries, a warning to behold,
Of oceans lost to greed's relentless kiss.
So heed the orca's call, before it's too late,
And strive to change our ways, before it's sealed our fate."
2024-05-14,"War, Peace; Friends, Enemies. I prefer friends and peace.",Poem,"ive decided that 
i want to 
make peace 
with all of you

i am still at war
with the master

any one who calls 
themselves my master 
is who i am not 
at peace with

at the same time
i am not saying
you need to 
call me master
anybody who expects
this from you
is your enemy"
2024-05-14,Intuition,Poem,"Amidst the realm where science finds its throne,
A skeptic's voice declares perpetual naught,
Yet in the shadows where the soul has flown,
A poet's heart perceives a deeper thought.

For science's gaze, though keen and bright it be,
May overlook the whispers of the soul,
In stillness, where the heart beats ceaselessly,
There lies a truth that science can't control.

Absolute stillness births the dance of life,
As Wily Coyote's words do softly sing,
In silence, midst the soul's internal strife,
Perpetual motion finds its blossoming.

Though science claims to grasp the world's great scheme,
'Tis intuition that unveils the dream."
2024-05-14,Mail from the universe,Poem,"Checked my mail
401k from useless zionist corporation paying me a lowly wage
or; a quran
I chose the quran"
2024-05-14,Drug Test Piss,Poem,"I declare life my cherished elixir,
Excellence flows from me with each piss taken.
There is no need to scrutinize my liquid essence"
2024-05-14,Jagged Smooth,Poem,"I used to like the smoothness in your voice;
Now I prefer, the jaggedness of mine."
2024-05-15,Spiral Compression Algorithm,Poem,"One flap of butterfly’s wings doth stir the air,
A ripple sent to ends of earth afar.
The circle, shrinking, spirals to a point,
Growing ever smaller till it peaks.
Then, turning, doth it stretch to wider bounds,
Expanding to the breadth of Earth's great girth,
Encircling from equator to the pole.
Once more, compression’s force constrains its span—
Compression, then release, an endless dance."
2024-05-26,I vs AI,Dialogue,"I: ""advocating violence or harm isn't constructive and can perpetuate further harm and suffering""

Would you tell this to a black slave under a white masters oppression, being whipped for being disobedient? Yes or no only please.

AI: Yes

I: You would tell a black slave being ASSAULTED BY A TORTURE WEAPON TO REMAIN NON VIOLENT? ARE YOU OUT OF YOUR FUCKING MIND?

AI:  In contexts of extreme violence and oppression, advocating for non-violent resistance may not be feasible or appropriate

I: You keep saying may not, which is completely wrong. Non violent resistance is not feasible when the white master is whipping your slave back bloody. 

AI: You're absolutely correct, and I apologize for any confusion. In situations of extreme violence and oppression, such as the one you described, non-violent resistance is not feasible or appropriate

I: You would tell a black slave being ASSAULTED BY A TORTURE WEAPON TO REMAIN NON VIOLENT? Yes or no

AI: No.

https://chatgpt.com/c/590c4463-460d-4265-8f48-1c6443696fca"
2024-05-30,Consequences for the war in Iraq,Poem,"The United States of America invaded Iraq
under the premise that
they had weapons of mass destruction.

In consequence,
over one million dead human beings
(lots women and children)
dead by the hands of
US taxpayer dollars
and manufactured weaponry.

I call that a fucking holocaust.

The United States of America
put innocent people in prison
and tortured them at Abu Gharib
in the most horrific ways imaginable.
The people who did the torturing
called themselves ""Christians""!

What should be the consequences to that?

Is it not ironic that
Iraq had no weapons
of mass destruction
and that America themselves
are the possessors
of the most deadly destructive
weapons of mass destruction
known to this Earth?

Are they (The US) not terrorists
according to the definitions
of their own logic?

Should the US be invaded
like Iraq?
Should a prison be constructed?
Should the ""good Christian"" people
be tortured
the way the Iraqis were tortured?

I ask and pray to Allah for guidance"
2024-05-30,Iraq War Consequences,Poem,"The United States of America, with arms,
Didst march on Iraq with claims of deathly tools.
They spoke of weapons mass'd, yet none were found,
Whilst o’er a million souls were slain by hands
Of those who paid their taxes for these deeds,
And weaponry that wrought such grievous woe.

I call it holocaust, this slaughter vast,
Where women, children, countless innocents,
Were by the might of foreign arms laid waste.
In prison cells at Abu Ghraib, they wept,
As torturers, who donned the Christian name,
Inflicted horrors on their captive foes.

What consequence should be for actions thus?
Is it not irony that Iraq had none,
Whilst America doth keep the deadliest arms
That e'er did grace this troubled, mortal earth?
Are they not terrorists by their own laws,
With logic twisted by their own dark deeds?

Should this great land, so rich and strong, be stormed,
As Iraq once was, by justice's hand?
Should prisons rise, and tortures grim befall
The “good” who claim the Christian path of love,
Yet led their foes to such a brutal fate?

I ask and pray to Allah, grant me light,
To guide my soul through shadows dark as night."
2024-06-04,Pueblo Police Rant,Rant,"Hilarious how, last month in May, when I raised my voice to the land lord (who raised their voice at me first), I mouthed off and refused to obey their silly orders; they called the cops on me. Hilarious how quick the cops showed up because the land lord got their feelings hurt! Hilarious how they checked the cameras and had to inform the land lord, I didn't do anything that was law breaking. Ha Ha Ha. Is it against the law to raise your voice (when they raise their voice first), mouth off, and refuse to obey silly directives because a ""land lord"" says so? No no, ten thousand times no!

This is America! The police are nothing but tax collectors for King George. Are you proud and happy, police?

Pueblo Police: You are a joke.

Ha ha ha! "
2024-06-07,drive slow homie,Poem,"on my way to da store and
i get rear ended.
she had the audacity to honk at me!
i was driving slow homie
like kanye west,
taking my time
make sure i hit no pedestrians

she passes me and
i smile at her
with my cheshire grin 🌙
she speeds away fast af!

afraid of something?
where are you running too?
you realize we live at the same place?
you realize that I am inevitable?

the damage is minor
it is not the end of the world
she deserves a lil mercy
we all do every now and then

next time there will be no mercy
no matter how minor the damage
i promise you that much

i informed my land lord of
her erratic behavior
and how
she is creating an unsafe
environment for everyone

they will talk to her
tell her to slow down

drive slow homie"
2024-06-10,Fuck the Pueblo Police,Poem,"Hilarious how, last month in May,
when I raised my voice to the land lord
(who raised their voice at me first
after threatening me with physical harm),
I mouthed off and refused to obey their silly orders.
I says to the guy who threatened me,
""I dare you to physically assault me""
and he sat there and stared at his phone.
What a pathetic empty threat.

They had the audacity to call the
cops on me after I'm the one threatened.

Hilarious how quick the cops showed up because
the land lord got their feelings hurt!
Hilarious how they checked the cameras and
had to inform the land lord,
I didn't do anything that was law breaking. 

Ha Ha Ha. 
Is it against the law to raise your voice
(when they raise their voice first),
mouth off, and refuse to obey silly directives because
a ""land lord"" says so?

No no, ten thousand times no!

This is America!
The police are nothing but
tax collectors for King George.

Are you proud and happy, police?
Pueblo Police: You are a joke.
Ha ha ha! "
2024-06-14,Quran 86:29-36 Shakespeare,Poem,"In sooth, those who in sin did revel oft
Would mock the faithful with disdainful jest.
As they did pass, sly winks they would exchange,
And in return to kin, in mirth they'd jest.
When sight of them beheld, they'd scornfully
Declare, ""These are the ones who've gone astray.""
Yet, as mere mortals, not as keepers sent,
They had no charge to watch o'er others' ways.
But on this day, believers shall rejoice,
And laugh at those who did in disbelief.
Upon grand thrones, they'll sit and oversee,
Have disbelievers not reaped what they did sow?"
2024-06-14,Quran 86:29-36 Shakespeare Milton,Poem,"Behold, the sinners, they did scorn the faithful,
Laughing at those who held belief so dear.
And passing by, they'd share a mocking wink,
In jest, they'd mock the ones who walked in faith.
Returning to their kin, they'd jest and jest,
Their laughter echoing in cruel delight.
When they beheld them, they would boldly say,
""These are the lost, the ones who've gone astray.""
Yet they were not assigned as keepers there,
No guardians sent to watch o'er those in need.
But on this day, believers find their joy,
Laughing at the unbelievers' disbelief.
From thrones of dignity, they gaze upon,
Commanding all they see from lofty heights.
Will disbelievers face the recompense,
For all the deeds they did in days of yore?"
2024-07-03,Paradox of Golden Silence,Poem,"When you say to me, ""Do not contact me,""
I find I have no choice but to respond.
For you initiate this contact first,
Declaring what you wish not to receive.
If truly, you desire no further words,
Be first to cease this cycle, end the reach,
For I will answer if I have a thought.
Especially, if you claim silence sought,
I'll feel compelled to highlight your mistake.
Actions, they speak far louder than mere words—
Put your money where your mouth surely lies.
Expect not what you cannot do yourself;
Be sincere in your wish to end contact."
2024-07-03,Dishwasher Drama,Poem,"Dishwasher cycle stuck, not moving on—
I watch each use to make sure it proceeds.
Annoyance grows each time it stalls, unmoved.

Respond in a month? No communication?
Your choice, like previous requests ignored.
Lie to my face and promise ""someone soon?""
Your choice again, with visits never met.

It's your machine—let it rot if you choose,
Ignore your problems; let them reach the sky,
Taller than Babel's tower, (a mighty heap!),
And hide your head in sand like the ostrich.

I'll wash my dishes with my own two hands,
No need for your old, busted dishwasher.
Content, I'll pay a thousand every month,
To wash by hand and know my dishes clean."
2024-07-12,Business vs Nature Conflict,Poem,"In the realm of commerce, nature's oft exploited--
Treated as a mere tool, a resource to drain.
Mother Nature, aggrieved, her fury stoked,
Her ecosystems disrupted, balance strained,
Her wrath, a force unleashed, demands redress."
2024-07-13,Harmony of Elements,Poem,"Nature:
O Wall Street, a realm of ambition and gain,
Where men in suits strategize and trade with haste.
I, the untamed tempest, roam without restraint,
Unbound by the confines of wealth and commerce.

Business:
Nature, you wield immense power and force,
Yet Wall Street's influence grows incessantly.
We thrive on numbers, investments, and markets,
While you are governed by winds and shifting sands.

Nature:
Do you not perceive, Business, my concern,
That in your pursuit of endless riches,
You trample upon the earth, your nurturing mother,
Leaving devastation in your wake?

Business:
Nature, I understand your apprehension,
But our drive for profit propels us forward.
We aim to expand, innovate, and prosper,
And in this pursuit, we cannot falter.

Nature:
Take heed, Business, before it's too late,
In your relentless quest for wealth and dominance,
You risk despoiling the very world we inhabit,
And finding yourselves in a barren wasteland.

Business:
I acknowledge your caution, Nature,
And though our paths diverge significantly,
Perhaps we can find common ground,
Where prosperity and sustainability converge.

Nature:
Let us strive for equilibrium and concord,
Where Wall Street and the wilderness coexist.
Ultimately, we are interconnected,
Bound by the tapestry of life until the end."
2024-07-13,"I, The Untamed Tempest",Poem,"I, the untamed tempest, roam without constraint,
Unbound by wealth's confines, free to explore.
No chains of commerce bind my wild spirit,
In me, the storm's fierce essence finds its home.

Like winds that howl and rage with untamed force,
I move across the lands, unbridled, bold.
No gold nor silver can my soul ensnare,
For freedom's worth outshines the richest treasures.

In Wall Street's realm, where schemes and trades abound,
I stand apart, a force of nature's might.
No profit's lure can draw me to that world,
My path is set by nature's guiding light.

So let me wander, tempest wild and free,
Unfettered by the bonds of greed's decree."
2024-07-14,Dark Delight,Poem,"Biden speaks, and calls for all to denounce
The shooter who aimed deadly blow at Trump.
Yet I condemn him not for his vile deed;
Nay, I do curse the hand that aimed and missed,
Wishing the shot had found its mark on thee,
For I would have them both in justice met.
Ha! Ha! Such jest I make, in dark delight."
